id,rougeL_f1,emb_cosine,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall
46ce2397-8b0b-4bb4-8158-8005f2d3fdd1,0,0.6807570457458496,0.0,0.0,0.0,0.0,0.0
08047e63-8d34-4108-b0ee-6018aa013a74,0,0.6952617764472961,0.0,0.0,0.0,0.0,0.0
e9f425cf-bc93-443c-8a75-c7e7b5d8eb13,0,0.6547611951828003,0.0,0.0,0.0,0.0,0.0
2ae3f676-a134-40f1-be29-443c754d902e,0,0.6859164834022522,0.0,0.0,0.0,0.0,0.0
24341e89-c645-41e5-a9a6-bfe9a9a496d4,0,0.6857377290725708,0.0,0.0,0.0,0.0,0.0
621c85c5-4fb1-4d28-8f1f-a724be8a37b8,0,0.6821430325508118,0.0,0.0,0.0,0.0,0.0
c64ff158-c937-48b5-a210-d34fd6adb670,0,0.6570095419883728,0.0,0.0,0.0,0.0,0.0
42606d62-db17-4278-91d5-ccd5dd46109f,0,0.665142834186554,0.0,0.0,0.0,0.0,0.0
5ceaf251-5677-4248-a0b5-79c0f33436b9,0,0.6878108978271484,0.0,0.0,0.0,0.0,0.0
d2ac7712-219d-45e3-baff-6100f39ff9b8,0,0.6786136627197266,0.0,0.0,0.0,0.0,0.0
598f722b-0e80-4542-8c31-052f3f1e1399,0,0.686864972114563,0.0,0.0,0.0,0.0,0.0
241b6271-9f8d-46f7-bb0a-0e7a3d0135c0,0,0.6853340268135071,0.0,0.0,0.0,0.0,0.0
1341163c-4139-4455-b391-a1a1cbec862a,0,0.6856818199157715,0.0,0.0,0.0,0.0,0.0
94f9a793-10ae-4009-9870-30ba865d36b8,0,0.6819816827774048,0.0,0.0,0.0,0.0,0.0
